,Unnamed: 0,Artist,Album,Song Title,Producer,Lyrics,neg,neu,pos,compound
10,10,"Tyler, The Creator",Eargasm,808's & Cupcakes,"Tyler, The Creator",,0.0,1.0,0.0,0.0
11,11,"Tyler, The Creator",Nilbog,90,"Tyler, The Creator","'Sup, you bitch-ass niggas? Niggas-ass bitches? You ugly motherfuckers hanging out this summer? It's your boy, Tyler. But I'm going under a new name: Stankdaddy. (DJ Stankdaddy!) I'm just here to fix this shit I listened to in the summer Hopefully you mothafuckas like it If you don't, too bad We gonna start this mothafucka out slow Got some heat and some bangers, some classics Some shit you probably never heard before Hopefully y'all like it Skate to it, smoke to it Eat some stolen barbecue to it! Y'all mothafuckas be safe, let's ride this mothafucka out Summer Camp Mix (DJ Stankdaddy!)You might also likeEmbed",0.17,0.701,0.129,-0.7992
12,12,"Tyler, The Creator",Flower Boy,911 / Mr. Lonely (Ft. Frank Ocean & Steve Lacy),"Tyler, The Creator"," (Call me, call me, call me) Uh (Call me, call me, call me) Uh (Call me, call me, call me) Uh (Call me, call me, call me) (Call me) How you doin'? (Call me) My name is Lonely, nice to meet you Here's my number You can reach me, woo!  (Call me) 911, call me some time (You should call me) 911, call me some time 911 (You should call me, oh) 911 (Call me)  Aw, yeah, yeah, yeah, yeah My thirst levels are infinity and beyond Sippin' on that lemonade, I need a Beyoncé Can't see straight, these shades are Céline Dion Sucks you can't gas me up, shout out to Elon Musk, yeah, I got a sold-out show Crowd wild out but don't matter 'cause you not front row I've been lookin' for a keeper, listen to the speaker If you fit description, hit me on my beeper At that 911 You might also like Call me some time (ring, ring, ring) Please bang my line, you know I'll answer (click) Call me some time (ring, ring, ring) Please bang my line  Call me 911, call me some time You should call me 911, call me some time 911, (you should call me, oh) 911, (you should call me)  Chirp, chirp Chirp, chirp Woke up in the 'burbs, 'burbs, with the birds, birds Where you used to come and get me with the swerve, swerve These days you gotta find time Even the nightline Work line Dial nine  Five car garage Full tank of the gas But that don't mean nothing, nothing Nothin', nothin', without you shotgun in the passenger I'm the loneliest man alive But I keep on dancing to throw 'em off I'm gon' run out of moves 'cause I can't groove to the blues If you know any DJs, tell 'em to call me at 911...  I can't even lie, I've been lonely as fuck Old lonely ass nigga I can't even lie, I've been lonely as fuck Forreal, you need to go somewhere, like, get some bitches or something I can't even lie, I've been lonely as fuck Old weird ass nigga I can't even lie, I've been Lonely, lonely, lonely, lonely  They say the loudest in the room is weak That's what they assume, but I disagree I say the loudest in the room Is prolly the loneliest one in the room (That's me) Attention seeker, public speaker Oh my God, that boy there is so fuckin' lonely (Woo) Writin' songs about these people Who do not exist, he's such a fuckin' phony (Woo) One thing I know, is that I wanna Win so bad, but I'm not Chicago My heart is low, it's real low, it's so low You can't lift me up, I'm like Gallardo From the start it's been real dark It's been so dark, I guess that you could call me charbroiled, huh (Hahaha) I'm playin' like Hasbro I'm really Saari, call me Arto Crashed the McLaren, bought me a Tesla I know you sick of me talkin' 'bout cars (Skrrt) But what the fuck else do you want from me? That is the only thing keepin' me company Purchase some things until I'm annoyed These items is fillin' the void (Void) Been fillin' it for so long I don't even know if it's shit I enjoy (Ohh, woo) Current battle as an adult My partner is a shadow I need love, do you got some I could borrow? Fuck it, I could find some tomorrow But that never comes (Nah) Like a vasectomy, what have I done? (Ohh) I got the talent, the face and the funds Found myself long ago but I haven't found someone (Who) Mirror, mirror on the wall (Who) The loneliest of them all (Me) Cupid actin' stupid Do you got another number I could call? Never had a pet I never had a pet There's more fish in the sea But I never had a goldfish to begin with I never had a dog So I've never been good with bitches 'Cause I never threw a ball, fetch I never had a pet, that's where it stems from, I bet Treat me like direct deposit (-Posit) Check in on me sometime (Okay) Ask me how I'm really doin' So I never have to press that 911 Ohh! Ohh Shit! Fuck! Ohh! Shit! Ohh! Damn! Damn!125Embed",0.186,0.704,0.11,-0.9977
13,13,"Tyler, The Creator",,91 Haircut,"Tyler, The Creator",,0.0,1.0,0.0,0.0
14,14,"Tyler, The Creator",IGOR,A BOY IS A GUN*,"Tyler, The Creator","No, don't shoot me down (Yeah) No, don't shoot me down (Okay) No, don't shoot me down  You so motherfuckin' dangerous (You started with a mere hello) You so motherfuckin' dangerous You got me by my neck (A boy is a gun) That's why these other niggas lame to us 'Cause all these other niggas lame as fuck We show 'em no respect  (You started with a mere hello) When the time's right, yeah When the time's right, baby When the time's right (A boy is a gun) (Turn me up a little bit)  No, don't shoot me down Take your hoodie off, why you hide your face from me? Make your fuckin' mind up, I am sick of waitin' patiently How come you're the best to me? I know you're the worst for me Boy, you're sweet as sugar, diabetic to the first degree My spidey sensies got me on the fencies Whole squad in Ginza, travel bag by Balenci' Big dawg hittin' big wheelies on the six speed You might also like No, don't shoot me down  You so motherfuckin' dangerous (You started with a mere hello) You so motherfuckin' dangerous You got me by my neck (A boy is a gun) That's why these other niggas lame to us 'Cause all these other niggas lame as fuck They show 'em no respect  (You started with a mere hello) When the time's right (Yeah) When the time's right, baby When the time's right (A boy is a gun) (Look) No, don't shoot me down  Oh, you passive-aggressive? Oh, you fakin' you're mad? (You started with a mere hello) Oh, you wanna go home? Cool, you better call you a cab I ain't takin' you home, yeah, I'm brushin' you off 'Cause this parka is Comme, you're my favorite garçon Don't leave, stay right here, yeah, I want you right near (You started with a mere hello) You invited me to breakfast, why the fuck your ex here? Well, let's see if you 'round a god around this time next year No, don't shoot me down No, don't shoot me down (Fucked up) No, don't shoot me down No, don't shoot me down  You so motherfuckin' dangerous (You started with a mere hello) You so motherfuckin' dangerous You got me by my neck (A boy is a gun) That's why I start to think it's lame as fuck (Well, I'm here for you)  (You started with a mere hello) When the time's right (Yeah) When the time's right, baby When the time's right (A boy is a gun)  No, don't shoot me down  (You started with a mere hello) You're a gun 'cause I like you on my side at all times You keep me safe  (No, don't shoot me down) (You started with a mere hello) Wait, wait, depending on, you know (All the time) You could be dangerous to me (Time, time) Or anyone else Look, they be bringin' us up (You started with a mere hello) Yeah, like now and again Give a fuck what they talkin' 'bout, I see you as a 10 I'ma leave it at that, I'ma leave us as friends 'Cause the irony is I don't wanna see you again Stay the fuck away from me Stay the fuck away from me Stay the fuck away from me I ain't gon' repeat myself, but stay the fuck away from me  (You started with a mere hello) (A boy is a gun) No, don't shoot me down (You started with a mere hello) (A boy is a gun)74Embed",0.169,0.726,0.105,-0.9895
15,15,"Tyler, The Creator",,Acapella Freestyle on Sway In The Morning,,"Listen Bad ass bitch, big ass titties man Got a fucking AK size of a fucking mini-van Listen (That's a big ass gun) Y'all niggas got problems, then y'all do it I got so much fucking money in my pockets I fucking walk stupid Hold up (Hold up watch out, stupid yo) Bad bitch look good in some nice pants But my bitch look good in some nice pants Niggas see me they be like shit god damn AK-47 tucked in that nigga nice pants, hold up (Hold up, hold up) Ya'll got a little nigga started on some G shit ""Who that nigga that looked swagged out?"" THAT'S ME BITCH Don't play with a niggas money or his fucking family (Pow) I got little niggas one named Johnathan and one named Tammy Y'all niggas got a fucking problem say it to my fucking face Got little niggas that will sock you in the fucking face And if you think they won't sock you in the fucking face ""You a bit-"" (Sock in the face noise) Pop you right in your fucking faceYou might also like5Embed",0.244,0.622,0.134,-0.9738
16,16,"Tyler, The Creator",,Ace,"Tyler, The Creator",,0.0,1.0,0.0,0.0
17,17,"Tyler, The Creator",,Adams Family,"Tyler, The Creator",,0.0,1.0,0.0,0.0
18,18,"Tyler, The Creator",,Africa,"Tyler, The Creator",,0.0,1.0,0.0,0.0
19,19,"Tyler, The Creator",,Air,"Tyler, The Creator",,0.0,1.0,0.0,0.0
20,20,"Tyler, The Creator",At Your Own Risk,Air Balloon,"Tyler, The Creator",,0.0,1.0,0.0,0.0
21,21,"Tyler, The Creator",Personal Stash,Alien Workshop,"Tyler, The Creator",,0.0,1.0,0.0,0.0
22,22,"Tyler, The Creator",,Alien Workshop [Freestyle],Left Brain,"Jesus, somebody call my shrink cause i think i'm about to have a fucking seizure I forgot half this fucking verse, I'm guessing my brain have amnesia Cause all my brain cells are living single like a deja Rapping, stop it Open, lock it You niggas come short like fucking hobbits I kidnapped the manager and robbed it I'll choke a motherfucker like Batman and Robin Then eat Baskin and Robin My girlfriend Islamic Make her eat my pork fork spoon In a room with pianos and balloons, a walkway with mushrooms My girlfriend's a hippie I bet I feed that motherfucking line like I'm Britney You faggots is sissies I'm shitty, y'all pissy I run this shit, how the fuck you niggas skip me? Even emo bitches want to slit me I'm a bass drum, kick meYou might also likeEmbed",0.252,0.679,0.069,-0.9859
23,23,"Tyler, The Creator",,A Milli Freestyle,Bangladesh,"A millionaire, I'm a real young billionaire Boys Club, Polos and Underwear My instrumentals can't compare to weak samples, niggas flare Piano notes the hand sheet cuz i'm a fucking band geek Real square to be exact Nigga, asthma attack I overdose on Prozac cuz i'm a fucking maniac For a million females, bitches pussy kiss kiss Talking that she gay knowing damn, well she like dick In and out her like Itchy And Scrath Drop the snare cuz the bass is coming back... Like you motherfuckers nino Cuz i have an Odd Future like i been fuckin' Miss Cleo You niggas is  The Ralph Lauren is 2 hundred dollars All you motherfucking hypebeast is zeros And if it's left, if it's right, if it's wrong You don't make sense like a fat bitch wearing a thong  Motherfucker, i'm i'll  A milli and 2 milli and 3 milli I pop whelies on BMX Eat McFlurry, skate niggas, dirty dirty Thrash hard, throwing bows Getting bitches, getting hoes Eating pussy, manajatwa to licking and sucking toes I got the fucking flow like rivers Make you and your bitch quiver, on a blanket Fat bitches eating banquets Like it's all that you can eat My dick is all that i can skeet And your grandmother's hair And that bitch truth or dare, me Like the motherfucking game, i make it rain With no money, yeah it's funny Cuz i'm broke and this ain't a fucking joke Like a hoax, i got the hose I got my show and i'm the host Motherfuckers stay here, i'm out like a ghost And... You might also like Motherfucker, i'm i'll  They ask the boy cuz the  I'm playing with these damn diseases And sicker than disease The way that i stroke in piano keys Just like...Embed",0.276,0.59,0.134,-0.995
24,24,"Tyler, The Creator",Goblin,Analog (Ft. Hodgy),"Tyler, The Creator","I can grab the fireworks, and soda, all the cookies we can eat Make you nauseous, but be cautious, this is not Dawson's Creek We could sneak away, fuck it, you can bring an eighth I'm not gon' smoke, but I'm just asking, baby; could you meet me by the lake? Said bring a towel, well, baby, meet me by the lake Bathin' suit, it's going down, shit, just meet me by the lake We could count the shooting stars, well, could you meet me by the lake? Summer never has to end with me  I'm give it to her, she want that summer time I'm give it like no other 'cause she know I'm hers Damn right, she's mine, we both know it So when we separate everything fine, her phone ringin' in her purse Damn right, it's me, I'm her nigga, nigga Come for mines in summer time, I'ma bust that trigger, nigga (Hahaha) Catch us Venice beachin', she wanna go shopping Sun down after club 'cause she like to get it popping Sangria on my freedmind, 'cause she likes to get it popping No ecstasy for her, but she wanna get it popping Drop topping, I measure her pleasure Then drop in, when she get out of place I quantinize She is my concubine, I am her porcupine I poke her face her throat for taste, give me head like I'm on her mind I know her analyzation, so when she try to fake Summer time in the boat of love, meet me by the lake You might also like I can grab the fireworks, and soda, all the cookies we could eat Make you nauseous, but be cautious, this is not Dawson's Creek We could sneak away, fuck it, you could bring an eighth I'm not gon' smoke, but I'm just asking, baby; could you meet me by the lake? Said bring a towel, well, baby, meet me by the lake Bathin' suit, it's going down, shit, just meet me by the lake We could count the shooting stars, well, could you meet me by the lake? Summer never has to end with me  I packed a couple sandwiches inside that basket And brought some extra towels if anyone was asking We should take a dip in that lake quick and then split Then do something that's beyond what we both can imagine  Watch the sunset, we can watch the sunset, grab a drink Watch the sunset, we can watch the sunset, look in the sky Watch the sunset (Hahaha), we can watch the sunset, we never have to leave Watch the sunset (There goes a rainbow, Hahaha) Watch the sunset, we can watch the sunset (We can stay here, hahaha) Watch the sunset, we can watch the sunset (All night long, hahaha) Watch the sunset, we can watch the sunset (Hahaha) Watch the sunset (There goes a rainbow) Watch the sunset (Hahaha), we can watch the sunset (Look) Watch the sunset, we can watch the sunset (Hahaha) Watch the sunset, we can watch the sunset (Hahaha) Watch the sunset (Let's go to sleep, hahaha) We're here, all night, school is in session Look, you know, the water's pretty deep, let's go to sleep29Embed",0.071,0.768,0.161,0.9962
25,25,"Tyler, The Creator",Nilbog,Analog 2,,,0.0,1.0,0.0,0.0
26,26,"Tyler, The Creator",,Analog 2 (V2),"Tyler, The Creator"," Yeah, yeah, yeah, yeah, yeah  Bitches think I'm crazy, but I'm normal I just come off as a psycho maniac when I'm performin' That's an act so I won't bore you to death, 'cause I adore you And it's the summer, so (Yeah)  Can you meet me by the lake At the park, or in your room? (Yeah) Can you meet me by the lake At the park, or in your room? (Yeah)  You can bring your bitches, I'ma bring my nigars You can practice liking I, I'ma practice that guitar, baby It's summer camp, Golf Wang, where the talking trees are (Shit) You and your girls can roll, if you (Yeah)  Can you meet me by the lake At the park, or in your room? (Yeah) Can you meet me by the lake At the park, or in your room? (Yeah) You might also like I can bring the fireworks, the soda, all the cookies we can eat- Fuck, I used that in another song, Shit (Yeah)Embed",0.159,0.655,0.185,-0.3658
27,27,"Tyler, The Creator",,Analog (Draft) (Ft. Hodgy),"Tyler, The Creator"," I'mma give it to her, she need that summertime I'mma give it like no other, 'cause she know I'm hers And damn right, she mine, we both know it So when we separate everything fine, her phone ringin' in her purse And damn right, it's me, I'm her nigga, nigga Come for mines in summertime, I'll bust that trigger, nigga Catch us Venice beachin', she wanna go shopping Sun down at the club 'cause she like to get it poppin' Sangria on my freedmind, 'cause she like to get it poppin' No ecstasy for her, but she like to get it poppin' Drop-toppin', I measure her pleasure, then drop in When she get out of place, I quantinize She is my concubine, I am her porcupine I poke her face, her throat for taste, give me head like I'm on her mind I know her analyzation, so when she try to fake Summertime in the boat of love, meet me by the lake   She follows me to geology A chemist who know the dances about ecology Take a trip wit' me to the lake, plans of strategy You better be the Energizer bunny, I'm the battery You might also likeEmbed",0.069,0.778,0.153,0.9676
28,28,"Tyler, The Creator",,Analog (V1),,"I'm give it to her, she want that summer time I'm give it like no other 'cause she know I'm hers Damn right, she's mine, we both know it So when we separate everything fine, her phone ringin' in her purse Damn right, it's me, I'm her nigga, nigga Come for mines in summer time, I'ma bust that trigger, nigga (Hahaha) Catch us Venice beachin', she wanna go shopping Sun down after club 'cause she like to get it popping Sangria on my freedmind, 'cause she likes to get it popping No ecstasy for her, but she wanna get it popping Drop topping, I measure her pleasure Then drop in, when she get out of place I quantinize She is my concubine, I am her porcupine I poke her face her throat for taste, give me head like I'm on her mind I know her analyzation, so when she try to fake Summer time in the boat of love, meet me by the lake You might also likeEmbed",0.086,0.772,0.142,0.8873
29,29,"Tyler, The Creator",,And What,"Tyler, The Creator","...Ayo  Never gave a fuck about a nigga or his feelings Or his momma, or opinions Or his cousin, or appearance or his dead grandmama Fuck designer, fuck his finger see your honor, yes um Treat opinions like a orange colored  I'm peelin' off  ...I can't even name it, 500 grand and I paint it if I didn't Man, fuck it if I didn't and I probably bought a lemon fruitcake I put cucumber colored bombs in it, shit is material It's not that serious, how to live stress-free I'm the fuckin' tutorial doggy Birthdays, holidays, please don't call me, I always leap froggy I don't get anxiety, I just go, when you just go  Never gave a fuck about a nigga or his feelings Or his momma, or opinions Or his cousin, or appearance or his dead grandmama Fuck designer, fuck his finger-You might also likeEmbed",0.076,0.683,0.241,0.9667
30,30,"Tyler, The Creator",Eargasm,Annie,"Tyler, The Creator",,0.0,1.0,0.0,0.0
31,31,"Tyler, The Creator",,Annie [V2],"Tyler, The Creator",,0.0,1.0,0.0,0.0
32,32,"Tyler, The Creator",Wolf,Answer,"Tyler, The Creator","(Can we talk on the phone or something?) Because when I call (When I call you on the phone) I hope you pick up your phone I'd like to talk to you (Uh) I hope you answer I hope you answer Yeah, I hope you answer I hope you answer Yeah, I hope you answer 'Cause when I call I hope you pick up your phone I'd like to talk to you I hope you answer Hey Dad, it's me, uhm... Oh, I'm Tyler, I think I'd be your son Sorry, I called you the wrong name, see, my brain's splitting ""Dad"" isn't your name, see ""Faggot""'s a little more fitting Mom was only twenty when you ain't have any fucks to spare You Nigerian fuck, now I'm stuck with this shitty facial hair Also stuck with a beautiful home with a case of stairs So you not being near fuckin' fire-started my damn career But fuck it, I got Clancy, he gave me the chance to see (fuck you) A world I wasn't supposed to, I'm stoked that I didn't know you But sucks you ain't give a fuck and consider a sperm donor now Fuck is an Okonma? I'm changing my shit to Haley And I just ain't being passive, nigga You a fuckin' faggot, nigga Got a show on Monday, guess who ain't gettin' no passes, nigga? But if I ever had the chance to ask this nigga And call him I hope he answer You might also like I hope you answer I hope you answer I hope you answer Yeah, I hope you answer 'Cause when I call (When I call, baby) I hope you pick up your phone (Please pick up) I'd like to talk to you (I hope you answer)  Suck my fucking dick and swallow this case of nuts Ace hates your guts, I'm a selfish fuck And I ain't sharing green as if I'm facing blunts Frank is out the closet, Hodgy's an alcoholic Syd might be bipolar, but fuck it, I couldn't call it Supposed to be gone 'til November but quickly came back in August I left two months through September to clearly remember all this I would like to tell my grandma, but she just nostalgia I'll call her number But she won't answer  I hope you answer I hope you answer I hope you answer Yeah, I hope you answer 'Cause when I call (When I call, baby) I hope you pick up your phone (I'd like to talk to you) I hope you answer You claim to hate my fuckin' guts But say I'm on a island in Thailand and I was wilding And, if I got stranded, had to man up and hold my nuts And hope that I could live off saltwater and fuckin' coconuts Phone ain't got no service, this 3G is fucking worthless Day is getting dark like the area's turning urban You'll be fuckin' nervous like me inside of a church is But, I'ma get in contact regardless, and I hope you answer  The last verse was about this girl, haha104Embed",0.163,0.633,0.204,0.9416
33,33,"Tyler, The Creator",Eargasm,April Fools,"Tyler, The Creator",,0.0,1.0,0.0,0.0
34,34,"Tyler, The Creator",,Arcade Radio,"Tyler, The Creator",Go Go Go Go Go GoYou might also likeEmbed,0.0,1.0,0.0,0.0
35,35,"Tyler, The Creator",IGOR,ARE WE STILL FRIENDS?,"Tyler, The Creator","Dream Just dream Long ago, long ago, long ago Dream Just dream  Are we still friends? Can we be friends? Are we still friends? I've got to kno– Know If we can still see each other Shake your hand, say hi Long ago, long ago, long ago  I can't stop you, I can't rock too I've been back there and I can not die too But I've got to know  Are we still friends? Can we be friends? Are we still friends? Can we be– (Can we be friends?) Are we still friends? Can we be friends? (Yeah) Are we still friends? You might also like  (La-la-la-la-la-la-la) Are we still friends? Are we still friends? Are we still friends? Are we still friends? Are we still friends? (Friends, friends) I said, are we still friends? (Friends, friends) Are we still friends? (Friends, friends, friends, friends, friends)  Don't get green skin (Green skin), keep contact (Keep contact) Don't say, ""Goodbye, smell you later"" (Later) Nah, I can't I don't want to end this season on a bad episode, nigga, nah Bouncing off things and you don't know how you fall Your power is drained, so you cannot go through walls You're caught in this matrix, don't know where you play it You hate it, it could be your favorite if you make it your friend  (Friends) Are we still friends? (This can't end) Are we still friends? (I still wanna say hi) Are we, are we, are we, are we still friends? Oh woah Can't say goodbye (Yeah, ah, ah) Can't say goodbye, goodbye (Woo)65Embed",0.047,0.549,0.404,0.9992
