,Unnamed: 0,Artist,Album,Song Title,Producer,Lyrics,neg,neu,pos,compound
10,10,LUCKI,Freewave 3,2 Easy - Give Up,BrentRambo,"Ready? Go I feel like I give, ayy, ayy, ayy I feel like I give up, lil’ bro punch, fifty bucks This too easy for us, ooh, uh, yo Brent Rambo  I feel like I give up, my lil’ ho won’t love me back Won’t let me know what’s up, ooh, yo, ayy I feel like I give up, too much feelings, too much love It’s too easy to trust, ooh, whoa, ayy Niggas, bitches, know what’s up, it’s really really fans For your love, won’t see me with those bums, oh, ayy I feel like she gave up, gave a fuck, way too much It’s too easy to lust, whoa, whoa, ayy It’s too easy for us 2012, headed east on a bus, uh Won’t go out my way, ain’t no reason for us I feel like I give up, she gon’ speed And I trust, uh, uh, uh We gon’ leave her in the dust, uh, uh  Ready? Go What you want, man? Ayy, ayy You might also like I feel like I give up, too much space, too much drugs Can’t fake me, fuck your love, ayy, whoa, ayy, ayy I feel like I give up, lil’ bro punch, fifty bucks It’s too easy for us, uh, ayy, ayy I feel like I give up, my lil’ ho won’t love me back Won’t let me know what’s up, ooh, ayy, ayy  I feel like I give up, ha, haha Ayy, yeah, I feel like I give up Ayy, ayy, it’s too easy for us Bitch, please, what you want?Embed",0.114,0.643,0.243,0.9842
11,11,LUCKI,Days B4 III,2 Of You (Hearts),​claritytrippin & Callari,"I'm tryna get, ayy, ayy I'm tryna get two of you Ayy, I'm tryna get, ayy Ayo Llari, this shit fire Ayy, money run my world, I'm tryna get two of you Ooh, ayy, ayy Hot summer, this Hemi engine make it cooler It's been a hot summer, this Hemi engine make it, ayy, ayy  Hot summer, this Hemi engine make it cooler, ayy Goin' out my way, I'm tryna get two of you, ayy Said she on her way, I think it's two of them If I can get you back, I hope there's two of you, uh, uh Money run my world, that's gon' ruin you, uh, uh Money ruin our trust, I guess that's cool with you, uh, uh Money run my world, that's gon' own you, uh Money run my world, ayy, look, ayy My mama call me, ayy, baby safe, uh Money callin', don't make me late, yeah All in, not a dollar out, I be thinkin' it in my safe, uh Dropped out, not the college route, ain't regret shit, but I'm paid Miami, got a Range Rover, I just flex, hopin' you see, uh Right back in that Trackhawk when we get back to the A, ayy I was just too insecure, made me forget that I'm great, ayy I was just too insecure, made me forget that I'm great You might also like This a hot summer, but this engine make it, ayy Hot summer, this Hemi engine make it cooler, yeah Goin' outta my way, I'm tryna get two of you, ayy Said she, she on her way, I hope it's two of them Ayy, yeah, ayy, ayy If I can't get you back, I hope there's two of you, ayy Money run my world, that's gon' ruin you, uh, uh Money ruin our trust, and that's cool with you, uh, uh Money run my world, that's gon' ruin you Ayy, ayy, money Ayy, this money run my world, that's gon' ruin you This money run my world, that's gon' ruin you, ayy Mommy callin', baby safe She know she brave, I'm fuckin' great, ayy Hot summer, this Hemi engine make it cooler Vroom, ayy, vroom, ayy Ayy, ayy, ayy, ayy Hot summer, this Hemi engine make it coolerEmbed",0.103,0.75,0.148,0.9488
12,12,LUCKI,Freewave 3,3D Outro,Wiardon,"I met way too many fans in a day Ayy, ayy, ayy  I met way too many fans in a day, ayy Snuck too many Xans on the way, ayy Still be off the shits but I make twenty-something bands before we came, ayy Still look at your mans like a stain, in 3D, it’s really you, ayy I was so surprised that you came, ayy Copped me so many demons on the way, I’m off a 60 in a coupe Can’t look me in my eyes, it’s too late, ayy I spent every penny in a day, like Houdini, what I do Heard too many lies to my face, ayy This ho on my line buildin’ cases, I got no reason to prove Heard too many lies in a day, ayy Still be off my ass in LA, I got no reason to lose Yo, yo, ain’t no more options to do Yo, I snuck codeine with me too, ayy I had kicked the cup, but that’s a phase, ayy I know where my heart at anyway, yo, uh, ayy Heard too many lies in a day, ayy I snuck half a 30 on a stage, vroom, demon in a desert, ayy I was high for miles, now I ain’t Guess it’s for the better when you came, ayy, woah, woah Ayy, ayy, heard too many lies in a day, ayy Met too many fans in a day, whoa, uh I made twenty-something bands before we came Still look at your mans like a stain, whoa, ayy Heard too many lies in a day Ayy, ayy, ayy I met way too many fans in a dayYou might also likeEmbed",0.131,0.81,0.059,-0.9657
13,13,LUCKI,,3 Percs,BrentRambo & UglyFriend,"I'm ugly Brent Rambo  Ay, ay, ay, ay 3 Percs, one me Take off, NASA Don't stand one chance, if she don't fuck with rappers I'm out, Cali I'm robbing all the actors Can't feel my face I'm falling off these ladders Automatic to the static Wish everything was tragic Wish every fiend knew magic Gave my hoe body cameras What you say, on me, and you Back off, i'm lost, cut off Everything I knew, for you, too you Need you, wish you, would come back, just jump back That's auto, that's my bro That good gas, Gelato I talk fast, the motto With no xans i'm hollow Bitch what friends, they all gone Bitch what friends, I robbed them That's yo mans, i'm not him That's yo mans, i'm not himYou might also likeEmbed",0.175,0.715,0.11,-0.8458
14,14,LUCKI,,4:16 AM,Vela Seff,"What the fuck Right  And I was born last night, but graduated this morning Ain't no foolin' me boy I done studied my opponent I'm Belichick, you thought your practice work well I record it Undefeated street, David Tyree had dropped your ball kid I cool it wit' my enemies, help 'em plan the end of me Big bag wiped his ass with drama bunny, that yo' energy Funny how it sunny when the clouds puffin' through And they finally let you be, and suck the honey out of you  So I'm cooling like a dropout 'til the morning, morning See it look clear when it's dark outside Okay, I met this red bitch but she was gorgeous, told me Every dollar touched by somebody who died I told her, shit It ain't shit we can do about it It ain't shit we can do about it Like it ain't shit we can do about it *Clears throat*  Look, it's like I got to be a star Got to overdose on drugs I want the world to stop I want the TMZ reports Like Lucki found dead in his lovely old mansion And y'all directed this, I just move when y'all say action And baby don't you act like this X ain't through your system And yeah your vision blurry, try to see the bigger picture Relax, enjoy your high, don't get me caught, pass deflect me The rear view mirror was wrong, you can further your reflections You might also like So I'm cooling like a dropout 'til the morning, morning See it look clear when it's dark outside Okay, I met this red bitch but she was gorgeous, told me Every dollar touched by somebody who died I told her, shit It ain't shit we can do about it It ain't shit we can do about it Like it ain't shit we can do about it *Clears throat*Embed",0.202,0.576,0.222,-0.3079
15,15,LUCKI,,4Ever Ever,Zaytoven,"(Zaytoven) Hmm, ayy Ayy, ayy, forever ever, ever, ever, ayy In my ways Now I'm bloody, keepin' everybody from 'round me, either way  Won't be the same forever ever I'm just used to this shit now Been over you forever ever If only you could get me to sit down I'm just used to the groupie shit Forever ever, ever, ever Ayy, ayy, ayy I get the most of thе soda And I told her I own her And I'm just higher than thе reaper Making my brother's keeper Miss being mommy angel Hoes just swore I'm a demon One week in, I changed That bitch got Chanel but it's still kinda basic Money too fast, gotta pace it New to old me so they swear I made it Nephew said I'm famous and I been worried 'bout the wrong shit lately I ain't come home 'til the sun up Can't trust your brother, so one up Hide his codeine in a shoebox Head so fried, it's stuck I swear I be wishing that Poppa could talk to me Back on them Xans', thought I fought it Cut the ho off, forgot it She said she miss me like Neiman's and Barney's I'm on a hunt for a Faygo, make it a thousand dollar pop How niggas drinking cheap? Ain't touching my cup if it ain't no Wock' I'm still a kid at heart But you can't be around if you ain't got no I be everywhere a dollar be Too high, don't care if you proud of me Said, ""Babe, it's Tune not Luck'"" My head so fried, I'm stuck You might also like Ayy I spend it fast forever ever Drink up the stash forever ever Seem like she mad forever ever Think she control me but never let her I'm in a Charger in bad weather I spilled the cup 'cause I'm fishtailing I'm indecisive, that bitch tell her She drinking liquor, it's Tris smellin' I'm in the mix with the rich devil  Too far gone with God on speed dial type shit But shit still forever, ever, ever, ever Forever ever You know that Ayy, ayy  I hear the hate in they language Told them off top, ""I'm an alien"" AMG spaceship coupe, but I take it straight to the trenches with wock You'd probably hate me too, gave her a bump and I went to the moon Bitch fuck with me off the strength of it She with the crew, weren't meant for you Know what you need and I'll do it for you I don't reply she in Bora Bora Not even sick and I think about you Hiding from X, I was dreaming about it Tony Montana with people around him Boy, all that shit I was dreaming about Not even sick and I think about you Getting used to this shit Super geeked, zero sleep Mm-hm (Oh my goodness) Ayy, ayy, ayy  I spend it fast forever ever Drink up the stash forever ever Seem like she mad forever ever Think she control me but never let her I'm in a Track in bad weather I spilled the cup 'cause I'm fishtailing I'm indecisive, that bitch tell her She drinking liquor, it's Tris smellin' I'm in the mix with the rich devil  Forever ever, ever, ever Not really but you know what I mean Everything's temporary I mean, ayy, ayy AMG forever Long live the Bandman1Embed",0.219,0.692,0.089,-0.9984
16,16,LUCKI,,4everybody,Marcusbasquiat,"(This is a high-quality film, right?)  I like you, I like you, I'm for all of y'all Off that juice, what is new? I need water, dawg I like coupes, yeah, that's new, I'm like all the stars, ayy Back to roots, what I knew, what you calling for? Ayy Stick my boots in that loot, I like dollars, dawg, ayy Spell my name in your soup, what you callin' for? Ayy I like you, I'm for you, I like all of y'all I just, uh, I need friends, I need, uh, uh I need, uh, ayy, ooh, yeah I just spend, I need friends, I need feelings too Quit them Xans', now them tens just be healing you, ayy They be better, you're just high, I know everything, ayy I play dumb, I'm in love, tell me anything, ayy I need you, gave my plug a new wedding ring Too much mist, in the sun, I just let it rain Too much feelings in my phone, I just let it ring, ayy You know me, I'm for you, tell me anything You know me, revenue, I need everything, ayy She take pinks, I take blues, this our wedding thing, ayy Niggas fu, that's not new, tell me anything, ayy Let me know, I'm for you, tell me anything You might also like I like you, I like you, I'm for all of y'all Ooh, ayy, ayy, ayy I need juice, yeah, that's new, uh, uh I need juice, yeah, that's new, huh, huh I like you, I like you, I'm for, huh Ooh, huh, ayy, ooh, ooh, ayy I like coupes, yeah, that's new, I'm like all the stars Me and Sawbuck, that's nothing new, count up all the bars Ayy, ooh2Embed",0.034,0.765,0.201,0.9919
17,17,LUCKI,NYC,4get,Adio & Mayhem Meech,"(Anti) (Adio) Ayy, ayy Ayy, woah, ayy, ayy, ayy  Don't you try forget about me, ayy, woah I can't have them niggas 'round me, ayy, woah I am off them hittas, drowsy, ayy, woah I don't want your bitch she lousy, ayy, woah Livin' demon but I'm where the clouds be, ayy, woah, ayy Don't you try forget about me, ayy, woah Don't you try forget about me All my enemies befriending me, used to it Everything I love gon' be the end of me but who knew it I can't text her back because there's nothing else to do to it Geekin' off the molly, still sleepin' cause I'm used to it Professional 'Tech sipper, fuck about my damn liver My ex say that Xannies still taste good because she's still bitter Groupies got me lonely, only reason I'ma deal wit' her I can't listen to authority unless a deal wit' itYou might also like1Embed",0.146,0.75,0.104,-0.8105
18,18,LUCKI,Body High,4th Commandment Broken,Vela Seff,"Back pocket full of molly, crushed cap of them xans Off this shit at my shows, then I sell it all to my fans I got this city all in my line, tryna take some of these lines Got  all in my jab, I pray to god I don't catch one I'm going crazy, I'm losing money off this shit it got me lazy I don't need one serve no more, boss, hire a new waiter I'm fucking 'round I'm Michael Scott, I want that paper I'm Michael Scott I want that paper  Like Biggie told me ""never use your own supply"", but he don't understand I need it like it’s school supplies, so I'm just glued to this shit until I probably die, but if you wanna ride I still got it like do or die  So I'm just listening to Biggie, broke the 4th commandment Doing all of these drugs, and still selling these bitches So I'm just listening to Biggie, broke the 4th commandment Doing all of these drugs, and still selling these bitches  I'm lookin down, frowning, I know it, I'm still stackin nigga ayy ayy He lookin down, frowning, I know it, I'm still stackin nigga  Niggas be thinking I'm clucking and shit man, I'm smarter than like 75% the world I use like 100% of my brain Yo you know that commercial, that movie that came out, whats that old nigga's name The old ass nigga G, the old actor he like everybody grandpops, and the lady, the actor, she like Angelina Jolie and shit And its like, they said ""whats gonna happen when she able to use 100% of her brain?"" he was like ""I don't know... only God Was able to use 100% and y'all gonna be fucked up let me show y'all I ain't cluckin, I ain't tweakin"" You might also like So I'm just listening to Biggie, broke the 4th commandment Doing all these drugs, still selling these bitches So I'm just listening to Biggie, broke the 4th commandment Doing all these drugs, still selling these bitches2Embed",0.226,0.674,0.101,-0.9962
19,19,LUCKI,Days B4 III,4 The Betta,DJ Eway,"Ha-ha Yo, uh, ayy 'Cause I let her, she in these pockets, because I let her, ha-ha Yo, yo, ayy Yo, ayy, yo, ayy Ayy, ayy, ayy, ayy Pull the lever, the seats is, uh Yo, uh, mmm Yo, uh, ayy, ayy  Pull the lever, the seats is leather It make me sweat up 'cause I let her She in these pockets because I let her Who do it better? Ayy, who do it? Who do it? Uh, yo, ooh, ayy  Who do it better? In sunny weather, I keep my head up I'm in the Ghost, these niggas haters, want me to let up I'm off this red, it got me dead, but they want me deader Dodging feds, no fairytale, but I wish for better For my brothers, I got they mothers, won't break their heart For each others, these niggas duckers, don't want no parts I got lovers in different summers, still got my heart We gon' fuck up, both say we love her, she think she smart, ooh Ayy, ooh, ooh, ooh, ayy, ayy, ayy You might also like Pull the lever, the seats is leather It make me sweat up 'cause I let her She in these pockets because I let her Ooh, ayy, ooh, uh, ayy, uh, ayy, ayy, uh  It's for the better, they brought me down, but it's for the better Wrote about it, made eighty thousand, it made me better 'Bout my cheddar like Shady, homie But who gon' check up on me? Secure the piece And get your bread up for the better Ayy, woah, for the, uh, yeah, uh, uh, ayy  Pull the lever, the seats is leather It make me sweat up 'cause I let her She in these pockets because I let her Who do it better?  Ayy, me Who do it better, uh, than me? Oh4Embed",0.065,0.736,0.199,0.9934
