,Unnamed: 0,Artist,Album,Song Title,Producer,Lyrics,neg,neu,pos,compound
10,10,Ellie Goulding,,Are You Happy Now?,,"I didn't know the eyes, but I recognized your face I read what you're doing and doing it in style Last year I might have cried, but tonight I'll try to smile Are you happy now? I let your birthday pass, I met your friends at last I didn't even ask if you're happy now I barely made each night Somehow the days rolled by The part that loved you died Are you happy now? Saw you walking in the rain and holding no one's hand I started feeling things that I couldn't understand Now you're swinging from my heart, I'm ringing up my friends ""Before it all begins,"" they say, "" remember how it ends"" Are you happy now? I let your birthday pass, I met your friends at last I didn't even ask if you're happy now I barely made each night Somehow the days rolled by The part that loved you died Are you happy now? You might also likeSaw you walking in the rain and holding no one's hand You're swinging from my heart, I'm ringing up my friends And are you happy now?Embed",0.092,0.597,0.312,0.9959
11,11,Ellie Goulding,Delirium (Target Exclusive),Army,Max Martin & Ali Payami," I know that I've been messed up You never let me give up All the nights and the fights And the blood and the breakups You're always there to call up I'm a pain, I'm a child, I'm afraid But yeah, you understand Yeah like no one can I know that we don't look like much But no one fucks it up like us  16 and you never even judged me Matter of fact I always thought you were too cool for me Sitting there in the caravan All the nights we've been drunk on the floor And yeah you understand Yeah like no one can We both know what they say about us But they don't stand a chance because  When I'm with you When I'm with you I'm standing with an army I'm standing with an army When I'm with you When I'm with you I'm standing with an army Standing with an army You might also like Dark times, you can always find the bright side I'm amazed by the things that you would sacrifice Just to be there for me How you cringe when you sing out of tune And yeah it's everything So don't change a thing We both know what they say about us But they don't stand a chance because  When I'm with you When I'm with you I'm standing with an army I'm standing with an army When I'm with you When I'm with you I'm standing with an army Standing with an army  Standing with an army Standing with an army Standing with an army Standing with an army (I'll be yours) Standing with an army Standing with an army I'm standing with an army Yeah you understand Yeah like no one can We both know what they say about us  When I'm with you When I'm with you I'm standing with an army I'm standing with an army When I'm with you When I'm with you I'm standing with an army They don't have a chance either  Standing with an army Standing with an army Standing with an army Standing with an army Standing with an army Standing with an army Standing near you Standing with an army Standing with an army Standing with an army Standing with an army Standing with an army Standing with an army When I'm with you Standing with an army13Embed",0.077,0.807,0.116,0.9594
12,12,Ellie Goulding,,Army - Orchestral Abbey Road Performance / Live,,"I know that I've been messed up You never let me give up All the nights and the fights And the blood and the breakups You're always there to call up I'm a pain, I'm a child, I'm afraid But yeah, you understand Yeah like no one can I know that we don't look like much But no one screws it up like us  16 and you never even judged me Matter of fact I always thought you were too cool for me Sitting there in the caravan All the nights we've been drunk on the floor And yeah you understand Yeah like no one can We both know what they say about us But they don't stand a chance because  When I'm with you When I'm with you I'm standing with an army I'm standing with an army When I'm with you When I'm with you I'm standing with an army Standing with an army You might also like Dark times, you can always find the bright side I'm amazed by the things that you would sacrifice Just to be there for me How you cringe when you sing out of tune And yeah it's everything So don't change a thing We both know what they say about us But they don't stand a chance because  When I'm with you When I'm with you I'm standing with an army I'm standing with an army When I'm with you When I'm with you I'm standing with an army Standing with an army  Standing with an army Standing with an army Standing with an army Standing with an army Standing with an army Standing with an army Standing with an army Yeah you understand Yeah like no one can We both know what they say about us  When I'm with you When I'm with you I'm standing with an army I'm standing with an army When I'm with you When I'm with you I..... I'm standing with an army, oh, baby I'm standing with an armyEmbed",0.071,0.792,0.137,0.9791
13,13,Ellie Goulding,Delirium (Target Exclusive),Around U,Greg Kurstin,"I just want to be around you Is that too much to ask? I just want to be around you Is that too much to ask?  When I look into your eyes Boy, I'm feeling delirious But you know this is serious I'm sticking to you like glue Only see you now and then, but I know we could have it all Because before I was cynical, baby you were just cool  I just want to be around you Is that too much to ask? Don't tell I'm wrong, I could be there Don't tell I'm wrong, I could be there I just want to be around you Is that too much to ask? Don't tell I'm wrong, I could be there Don't tell I'm wrong I could be, I could be, I could be there If only you’d let me in, I could be there Just tell me where and tell me when So tired of these roads going nowhere But I know your love takes me somewhere You might also like Still looking up and down while you're being mysterious I see really big things for us We just need to break through, break through, break through Everything that you say, god I wish I had said it first And forgetting I had ever hurt Your love is pulling me through, me  through, me through  I just want to be around you Is that too much to ask? Don't tell I'm wrong, I could be there Don't tell I'm wrong, I could be there I just want to be around you Is that too much to ask? Don't tell I'm wrong, I could be there Don't tell I'm wrong  You are all I want So take me home The more you been thinking about us Open up, don't let me go The more you been thinking about  I just want to be around you Is that too much to ask? Don't tell I'm wrong, I could be there Don't tell I'm wrong, I could be there I just want to be around you Is that too much to ask? Don't tell I'm wrong, I could be there Don't tell I'm wrong I could be, I could be, I could be there If only you’d let me in, I could be there Just tell me where and tell me when So tired of these roads going nowhere But I know your love takes me somewhere6Embed",0.044,0.76,0.196,0.9958
14,14,Ellie Goulding,Halcyon (Deluxe Version),Atlantis,Jim Eliot & Ellie Goulding,"This is new, feels unused I've never met anyone like you Frightening, feeling naked Sense in searching something sacred  Ooh Ooh I'll forget you not I'll forget you not I'll forget you not I'll wait for you maybe  Where did you go? Where did you go? Where did you go? Where did you go? Where did you go? Where did you go? (I'll wait for you) Go, where did you go? Where did you go? Where did you go? Where did you go? Where did you go? (I'll wait for you)  I'm exhausted with lovin' No fight in me, I'm defeated I know I'm fooled, I can't help it You make my heart so helpless You might also like Oh, I'll forget you not I'll forget you not I'll look for you, for you maybe I'll forget you not I'll forget you not I'll wait for you maybe  Where did you go? Where did you go? Where did you go? Where did you go? Where did you go? Where did you go? (I'll wait for you) Go, where did you go? Where did you go? Where did you go? Where did you go? Where did you go? (I'll wait for you) Where did you go? Where did you go? Where did you go? Where did you go? Where did you go? Where did you go? (I'll wait for you) Go, where did you go? Where did you go? Where did you go? Where did you go? Where did you go? (I'll wait for you)6Embed",0.278,0.717,0.005,-0.9971
15,15,Ellie Goulding,,Bad Habit,," So many tears we've cried So much pain inside But, baby, it ain't over till it's over So many years we've tried To keep this love alive But, baby, it ain't over till it's over  How did we get so far from Everything we dreamed of? All the lies, all the lies We can't get over How did we get so far from Summer nights and those good times? All the lies, all the lies We can't get over  And maybe we're just each other's bad habits But that's what makes us fit, yeah (But, baby, it ain't over till it's over) And everybody's sayin' we got bad habits But we're far from perfect, but I miss it Oh, the way, the way, the way, the way we— You might also like Bad habit Bad habitEmbed",0.222,0.624,0.154,-0.8952
16,16,Ellie Goulding,Halcyon Days (Deluxe Digital Reissue),Beating Heart,Greg Kurstin,"Eyes make their peace in difficulties With wounded lips and salted cheeks And, finally, we step to leave To the departure lounge of disbelief  And I don't know where I'm going But I know it's gonna be a long time And I'll be leaving in the morning Come the white wine, bitter sunlight  Wanna hear your beating heart tonight Before the bleeding sun comes alive I want to make the best of what is left, hold tight And hear my beating heart one last time before daylight  In the canyon, underneath the trees Behind the dark sky, you looked at me I fell for you like autumn leaves Never faded, evergreen  And I don't know where I'm going But I know it's gonna be a long time 'Cause I'll be leaving in the morning Come the white wine, bitter sunlight You might also like Wanna hear your beating heart tonight Before the bleeding sun comes alive I want to make the best of what is left, hold tight And hear my beating heart one last time  I can't face this now, everything has changed I just wanna be by your side Here's hoping we collide Here's hoping we collide Here's hoping we collide  Wanna hear your beating heart tonight Before the bleeding sun comes alive I want to make the best of what is left, hold tight And hear my beating heart one last time  Wanna hear your beating heart tonight54Embed",0.166,0.661,0.173,0.6059
17,17,Ellie Goulding,,Beating Heart - Dexcell Remix,,"With wounded lips and salted cheeks And finally we step to leave To the departure lounge of disbelief And I don't know where I'm going But I know it's gonna be a long time And I'll be leaving in the morning Come the white wine bitter sunlight Wanna hear your beating heart tonight Before the bleeding sun comes alive I want to make the best of what is left, hold tight And hear my beating heart one last time Before daylight In the canyon underneath the trees Behind the dark sky, you looked at me I fell for you like autumn leaves Never faded, evergreen And I don't know where I'm going But I know it's gonna be a long time 'Cause I'll be leaving in the morning Come the white wine bitter sunlight Wanna hear your beating heart tonight Before the bleeding sun comes alive I want to make the best of what is left, hold tight And hear my beating heart one last time You might also likeI can't face this, now everything has changed I just wanna be by your side Here's hoping we collide, here's hoping we collide Here's hoping we collide Wanna hear your beating heart tonight Before the bleeding sun comes alive I want to make the best of what is left, hold tight And hear my beating heart one last time I wanna hear your beating heart tonightEmbed",0.167,0.673,0.16,0.0129
18,18,Ellie Goulding,,Beating Heart (Motez Remix),,"And finally we step to leave to the departure lounge of disbelief And I don't know where I'm going but I know it's gonna be a long time And I'll be leaving in the morning come to the white wine bitter sunlight Wanna hear your beating heart tonight Before the bleeding sun comes alive I want to make the best of what is left hold tight And hear my beating heart one last time before daylight And the canyon underneath the trees Behind the dark sky you looked at me I fell for you like autumn leaves Never faded evergreen And I don't know where I'm going but I know it's gonna be a long time 'Cause I'll be leaving in the morning come to the white wine bitter sunlight Wanna hear your beating heart tonight Before the bleeding sun comes alive I want to make the best of what is left hold tight And hear my beating heart one last time I can't face, now everything has changed I just wanna be by your side Here's hoping we collide Here's hoping we collide Here's hoping we collide Wanna hear your beating heart tonight Before the bleeding sun comes alive I wanna make the best of what is left hold tight And hear my beating heart one last time Wanna hear your beating heart tonightYou might also likeEmbed",0.171,0.67,0.159,-0.1027
19,19,Ellie Goulding,,Beating Heart (Sava & Razz Remix),,"Eyes make their peace in difficulties With wounded lips and salted cheeks And finally, we step to leave To the departure lounge of disbelief  And I don't know where I'm going But I know it's gonna be a long time And I'll be leaving in the morning Come the white wine, bitter sunlight  Wanna hear your beating heart tonight Before the bleeding sun comes alive I want to make the best of what is left, hold tight And hear my beating heart one last time   And the canyon underneath the trees Behind the dark sky, you looked at me I fell for you, like autumn leaves Never faded, evergreen You might also like And I don't know where I'm going But I know it's gonna be a long time Cause I'll be leaving in the morning Come the white wine, bitter sunlight  Wanna hear your beating heart tonight Before the bleeding sun comes alive I want to make the best of what is left, hold tight And hear my beating heart one last time Wanna hear your  (Wanna hear your, wanna hear your,...)Embed",0.153,0.709,0.137,-0.5346
20,20,Ellie Goulding,,Beating heart - vindata remix,,"Eyes make their peace in difficulties With wounded lips and salted cheeks And finally we step to leave To the departure lounge of disbelief And I don't know where I'm going But I know it's gonna be a long time And I'll be leaving in the morning Come the white wine bitter sunlight Wanna hear your beating heart tonight Before the bleeding sun comes alive I want to make the best of what is left, hold tight And hear my beating heart one last time Before daylight (Tonight) (Wanna hear your)  (What are we doing?) (Wanna hear your) (In the canyon underneath the trees) (Behind the dark sky, you looked at me) (I fell for you like autumn leaves) (Never faded, evergreen) You might also likeAnd I don't know where I'm going But I know it's gonna be a long time And I'll be leaving in the morning Come the white wine bitter sunlight Wanna hear your beating heart tonight Before the bleeding sun comes alive I want to make the best of what is left, hold tight And hear my beating heart one last time Before daylight (Tonight) (Wanna hear your)  (What are we doing?) (Wanna hear your) Embed",0.144,0.742,0.115,-0.7717
21,21,Ellie Goulding,,Beautifully Numb,,As you walk in I wait for my hairs to rise on my skin But they don't I'm just numb You gimme this small talk I could be anyone And there's blood And no cut No cut Oh-ah-o-oh I should be be crying There's too much you never said The only face I won't forget No-ah-o-oh I should be screaming But it's so hard to miss An empty space like this So I drive away Without the brakes Beautifully numb (Beautifully numb x8) You might also likeTell me what Did you expect Am I in love like you I forget It's like someone Cut the wires Pulling the stitches thread by thread And there's blood And no cut No cut Oh-ah-o-oh I should be be crying There's too much you never said The only face I won't forget No-ah-o-oh I should be be screaming But it's so hard to miss In an empty space like this So I drive away Without the brakes Beautifully numb (Beautifully numb x8) Where did the love go? Where did the love go? It was only a heart that was broke And No-ah-o-oh I should be be crying There's too much you never said The only face I won't forget No-ah-o-oh I should be screaming But it's so hard to miss An empty space like this So I drive away Without the brakes Beautifully numb1Embed,0.293,0.533,0.175,-0.987
22,22,Ellie Goulding,Bright Lights,Believe Me,Fred Falke,"Listen, I can hear the voice I need a helping hand Just to beat the void I need a mission A dream to stop me talking to myself And now the silence is broken And my soul is to sell I need to pick up the pieces To scatter to the wind Hold the city to your ears You can hear the wind come in  But you can't change the world with a song And you can't make it right when it's wrong  I can't stop this music traveling round with me wherever I go It's playing for you I can't stop this voice unraveling round me whatever I do It's talking to you The world dances to the rhythm of its own heart beating for you However you lose So speak to me Believe, believe, believe me You might also like Don't let it slip through your fingertips When there's a ghost Don't try to reason with it Because now I'm tired, I'm wired So I won't miss a thing I wrote my words out to dry And I've forgotten what to sing  But you can't change the world with a song And you can't make it right when it's wrong  I can't stop this music traveling round with me wherever I go It's playing for you I can't stop this voice unraveling round me whatever I do It's talking to you The world dances to the rhythm of its own heart beating for you However you lose So speak to me Believe, believe, believe me  If that's what it was to you Then that's what it was to me If that's what it was to you Then that's what it was to me If that's what it was to you Then that's what it was to me But you can't change the world with a song And you can't make it right when it's wrong  I can't stop this music traveling round with me wherever I go It's playing for you I can't stop this voice unraveling round me whatever I do It's talking to you The world dances to the rhythm of its own heart beating for you However you lose So speak to me Believe, believe, believe meEmbed",0.162,0.795,0.043,-0.9941
23,23,Ellie Goulding,,Be Mine,,"It's a good thing tears never show in the pouring rain As if a good thing ever could make up for all the pain There'll be no last chance to promise to never mess it up again Just a sweet pain of watching your back as you walk As I'm watching you walk away  And now you're gone it's like an echo in my head And I remember every word you said It's a cruel thing you'll never know all the ways I tried It's a hard thing faking a smile when I feel like I'm falling apart inside  And now you're gone it's like an echo in my head And I remember every word you said And you never were And you never will be mine No you were never were And you never will be mine  For the first time there is no mercy in your eyes And the cold winds hitting my face and you're gone And you're walking away, away And I am helpless sometimes Wishing's just no good Cause you don't see me like I wish you would You might also like Cause you never were and you never will be mine No you never were and you never will be mine  There's a moment to seize every time we meet But you always keep passing me by But you never were and you never will be mine No you were never were and you never will be mine  There's a moment to seize every time that we meet But you always keep passing me by But you never were and you never will be mineEmbed",0.091,0.814,0.095,0.0785
24,24,Ellie Goulding,Higher Than Heaven (Deluxe),Better Man,PARISI,"Soft as a shadow and strong as a drink I like Cold as my dollars and warm as the waves I ride  You can meet me outside Take a bruising to the pride Wouldn't kick it when you're down But I hate it when you lie Tried to make me lose my cool And you thought I wouldn't run Every time I get a chance Baby, I'm a better man  'Cause I'm soft as a shadow and strong as a drink I like Cold as my dollars and warm as the waves I ride  I'm the better man I'm the better man I'm the better man I'm the better man  Out of my head, but you makе me this way, I swear Rose-tintеd glasses, but trust me, I'm seeing red You might also like Took the confidence I had You can watch me take it back I'm the future and the past That's a perfect hourglass Tried to make me lose my cool Hold my karma in my hands Every time I get a chance Baby, I'm a better man  'Cause I'm soft as a shadow and strong as a drink I like Cold as my dollars and warm as the waves I ride 'Cause I'm soft as a shadow and strong as a drink I like Cold as my dollars and warm as the waves I ride  I'm the better man I'm the better man I'm the better man I'm the better manEmbed",0.045,0.607,0.348,0.9981
25,25,Ellie Goulding,Halcyon Nights,Bittersweet,Skrillex,"Your arms around me come undone Makes my heart beat like a drum See the panic in my eyes Kiss me only when I cry  'Cause you always want what you're running from And you know this is more than you can take  Baby don't forget my name When the morning breaks us Baby please don't look away When the morning breaks us Oh your touch, so bittersweet, ah, ah, ah, ah Baby don't forget my name When the morning breaks us  Your cheek is softly by the sun Makes my heart beat like a drum I know it hurts you, I know it burns you Hot and cold in a lonely hotel room Look into me, tell me why you're crying I need to know You might also like 'Cause you always want what you're running from And it's always been that way, oh, oh  Baby don't forget my name When the morning breaks us Baby please don't look away When the morning breaks us Oh your touch, so bittersweet, ah, ah, ah, ah Baby don't forget my name When the morning breaks us  'Cause you always want what you're running from  Baby don't forget my name When the morning breaks us Baby please don't look away When the morning breaks us Oh your touch, so bittersweet, ah, ah, ah, ah Baby don't forget my name When the morning breaks us6Embed",0.081,0.796,0.123,0.582
26,26,Ellie Goulding,Brightest Blue (Digital Edition),Bleach,Joe Kearns,"Yeah-yeah-yeah-yeah-yay Yeah-yeah-yeah-yeah-yay Na-na-na-na-na-na  Once upon a time, you were my sunshine Everything about you got me goddamn wired Started as a fleeting thing now You're all that I can stomach Tie my hands, I'm gripping to the stereo Don't understand how I ended up being so low Didn't owe you anything now I'm paying for my exit  Seen violent movies Seen how it could be I tried, tried to fix your heart You thief, pat my pockets Now I'm feeling heartless I tried, tried to pull us apart  What would it take to bleach you? What would it take to undo? Five Hennessys to drink you out my mind What would it have to come to? Stuck to me like a tattoo No remedy to leave you glorified You might also like You throw the dice as if I were the losing game And every time you ask, I say I'm okay, babe Lying in a thousand flames, but I still tell you that I'm okay It was devotion I drank every potion you gave me And now you say you think we're different And maybe we can just fuck, oh  Bleed, but you don't notice (Oh, you don't notice) I was always honest (Hey) But you, you just love to lie (Oh, you just love to lie)  What would it take to bleach you? What would it take to undo? Five Hennessys to drink you out my mind What would it have to come to? Stuck to me like a tattoo No remedy to leave you glorified  (I'm just gonna bleach you) Bleach you like a bone in a brook (I'm just gonna bleach you, oh) Bleach you like a bone in a brook Bleach you like a bone in a brook (Ah) Bleach you like a bone in a brook4Embed",0.092,0.746,0.162,0.9823
27,27,Ellie Goulding,Brightest Blue (Music For Calm Edition),Bleach (Calm Remix),Joe Kearns & Patrick Wimberly,Yeah-yeah-yeah-yeah-yay Yeah-yeah-yeah-yeah-yay Na-na-na-na-na-na  What would it take to bleach you? What would it take to undo? Five Hennessys to drink you out my mind What would it have to come to? Stuck to me like a tattoo No remedy to leave you glorified  What would it take to bleach you? What would it take to undo? Five Hennessys to drink you out my mind What would it have to come to? Stuck to me like a tattoo No remedy to leave you glorified  What would it take to bleach you? What would it take to undo? Five Hennessys to drink you out my mind What would it have to come to? Stuck to me like a tattoo No remedy to leave you glorified You might also like Bleach you like a bone in a brook Bleach you like a bone in a brook Bleach you like a bone in a brook Bleach you like a bone in a brook Bleach you like a bone in a brook Bleach you like a bone in a brook Bleach you like a bone in a brook Bleach you like a bone in a brookEmbed,0.079,0.725,0.195,0.9769
